13.59,13.61,12.76,9.50,0.03,0.03,0.38,-9.90
13.30,13.29,12.69,9.30,0.02,0.03,-9.90,-9.90
13.80,13.76,12.72,9.23,0.03,0.04,-9.90,-9.90
13.05,13.05,11.25,8.85,0.02,0.03,0.11,-9.90
14.10,14.16,13.10,8.92,0.03,0.04,-9.90,-9.90
14.11,14.09,13.24,9.02,0.03,0.04,0.52,-9.90
